case_id,timestamp,activity,costs
2671,2021-07-14 18:17:36,Check the capacity of the safety box,1
2671,2021-07-14 18:23:18,Place battery cell in safety box,1
2672,2021-07-13 18:35:00,Battery cell completely discharged,1
2672,2021-07-14 18:42:39,Check battery cell for damage,1
2672,2021-07-14 20:51:16,Check the capacity of the safety box,1
2672,2021-07-14 20:56:50,Place battery cell in safety box,1
2673,2021-07-13 22:49:00,Battery cell completely discharged,1
2673,2021-07-14 22:41:17,Check battery cell for damage,1
2673,2021-07-15 01:37:01,Open battery cell,1
2673,2021-07-15 07:48:36,Collect electrolyte separately,1
2673,2021-07-15 13:51:43,Clean electrodes,1
2673,2021-07-15 20:23:33,Clean electrodes,1
2673,2021-07-16 02:55:24,Clean electrodes,1
2673,2021-07-16 11:11:07,Shred electrodes,1
2673,2021-07-16 14:09:32,Melt down solid materials,1
2673,2021-07-17 06:10:17,Collect recyclable materials,1
2673,2021-07-17 10:09:06,Dispose of non-reusable materials,1
2674,2021-07-13 23:26:00,Battery cell completely discharged,1
2674,2021-07-14 23:14:39,Check battery cell for damage,1
2674,2021-07-15 01:21:15,Check the capacity of the safety box,1
2674,2021-07-15 01:26:55,Place battery cell in safety box,1
2675,2021-07-14 01:19:00,Battery cell completely discharged,1
2675,2021-07-15 01:10:19,Check battery cell for damage,1
2675,2021-07-15 03:20:33,Check the capacity of the safety box,1
2675,2021-07-15 03:26:51,Place battery cell in safety box,1
2676,2021-07-14 07:48:00,Battery cell completely discharged,1
2676,2021-07-15 07:56:02,Check battery cell for damage,1
2676,2021-07-15 10:13:28,Check the capacity of the safety box,1
2676,2021-07-15 10:19:55,Place battery cell in safety box,1
2677,2021-07-14 16:34:00,Battery cell completely discharged,1
2677,2021-07-15 16:29:01,Check battery cell for damage,1
2677,2021-07-15 19:41:34,Open battery cell,1
2677,2021-07-16 01:52:06,Collect electrolyte separately,1
2677,2021-07-16 07:52:30,Clean electrodes,1
2677,2021-07-16 14:22:56,Clean electrodes,1
2677,2021-07-16 20:53:22,Clean electrodes,1
2677,2021-07-17 03:23:48,Clean electrodes,1
2677,2021-07-17 09:54:13,Clean electrodes,1
2677,2021-07-17 16:24:39,Clean electrodes,1
2677,2021-07-18 00:27:45,Shred electrodes,1
2677,2021-07-18 03:25:47,Melt down solid materials,1
2677,2021-07-18 19:28:33,Collect recyclable materials,1
2677,2021-07-18 23:29:28,Dispose of non-reusable materials,1
2678,2021-07-15 02:14:00,Battery cell completely discharged,1
2678,2021-07-16 01:36:37,Check battery cell for damage,1
2678,2021-07-16 03:46:09,Check the capacity of the safety box,1
2678,2021-07-16 03:52:26,Place battery cell in safety box,1
2679,2021-07-15 09:22:00,Battery cell completely discharged,1
2679,2021-07-16 08:51:14,Check battery cell for damage,1
2679,2021-07-16 11:50:12,Open battery cell,1
2679,2021-07-16 18:03:30,Collect electrolyte separately,1
2679,2021-07-17 00:12:12,Clean electrodes,1
2679,2021-07-17 06:41:09,Clean electrodes,1
2679,2021-07-17 14:23:37,Shred electrodes,1
2679,2021-07-17 17:21:54,Melt down solid materials,1
2679,2021-07-18 09:24:41,Collect recyclable materials,1
2679,2021-07-18 13:25:20,Dispose of non-reusable materials,1
2680,2021-07-15 15:40:00,Battery cell completely discharged,1
2680,2021-07-16 16:07:32,Check battery cell for damage,1
2680,2021-07-16 19:22:01,Open battery cell,1
2680,2021-07-17 01:35:46,Collect electrolyte separately,1
2680,2021-07-17 07:32:15,Clean electrodes,1
2680,2021-07-17 15:29:32,Shred electrodes,1
2680,2021-07-17 18:27:31,Melt down solid materials,1
2680,2021-07-18 10:26:22,Collect recyclable materials,1
2680,2021-07-18 14:25:22,Dispose of non-reusable materials,1
2681,2021-07-15 20:49:00,Battery cell completely discharged,1
2681,2021-07-16 20:18:34,Check battery cell for damage,1
2681,2021-07-16 23:21:04,Open battery cell,1
2681,2021-07-17 05:32:35,Collect electrolyte separately,1
2681,2021-07-17 11:33:31,Clean electrodes,1
2681,2021-07-17 19:49:10,Shred electrodes,1
2681,2021-07-17 22:52:07,Melt down solid materials,1
2681,2021-07-18 14:51:54,Collect recyclable materials,1
2681,2021-07-18 18:51:39,Dispose of non-reusable materials,1
2682,2021-07-16 00:26:00,Battery cell completely discharged,1
2682,2021-07-16 23:50:40,Check battery cell for damage,1
2682,2021-07-17 02:44:07,Open battery cell,1
2682,2021-07-17 08:38:45,Collect electrolyte separately,1
2682,2021-07-17 14:50:34,Clean electrodes,1
2682,2021-07-17 22:52:05,Shred electrodes,1
2682,2021-07-18 01:53:15,Melt down solid materials,1
2682,2021-07-18 17:56:16,Collect recyclable materials,1
2682,2021-07-18 21:58:50,Dispose of non-reusable materials,1
2683,2021-07-16 05:52:00,Battery cell completely discharged,1
2683,2021-07-17 06:19:42,Check battery cell for damage,1
2683,2021-07-17 09:25:57,Open battery cell,1
2683,2021-07-17 15:27:02,Collect electrolyte separately,1
2683,2021-07-17 21:26:56,Clean electrodes,1
2683,2021-07-18 03:57:54,Clean electrodes,1
2683,2021-07-18 11:47:27,Shred electrodes,1
2683,2021-07-18 14:47:15,Melt down solid materials,1
2683,2021-07-19 06:45:22,Collect recyclable materials,1
2683,2021-07-19 10:46:13,Dispose of non-reusable materials,1
2684,2021-07-16 14:52:00,Battery cell completely discharged,1
2684,2021-07-17 15:10:09,Check battery cell for damage,1
2684,2021-07-17 18:16:05,Open battery cell,1
2684,2021-07-18 00:27:48,Collect electrolyte separately,1
2684,2021-07-18 06:24:39,Clean electrodes,1
2684,2021-07-18 14:08:43,Shred electrodes,1
2684,2021-07-18 17:06:10,Melt down solid materials,1
2684,2021-07-19 09:05:31,Collect recyclable materials,1
2684,2021-07-19 13:08:16,Dispose of non-reusable materials,1
2685,2021-07-17 00:28:00,Battery cell completely discharged,1
2685,2021-07-18 00:30:15,Check battery cell for damage,1
2685,2021-07-18 03:36:43,Open battery cell,1
2685,2021-07-18 09:29:40,Collect electrolyte separately,1
2685,2021-07-18 15:21:15,Clean electrodes,1
2685,2021-07-18 23:29:49,Shred electrodes,1
2685,2021-07-19 02:29:33,Melt down solid materials,1
2685,2021-07-19 18:30:57,Collect recyclable materials,1
2685,2021-07-19 22:36:48,Dispose of non-reusable materials,1
2686,2021-07-17 09:24:00,Battery cell completely discharged,1
2686,2021-07-18 09:45:28,Check battery cell for damage,1
2686,2021-07-18 12:40:31,Open battery cell,1
2686,2021-07-18 18:42:11,Collect electrolyte separately,1
2686,2021-07-19 00:39:17,Clean electrodes,1
2686,2021-07-19 08:39:04,Shred electrodes,1
2686,2021-07-19 11:37:29,Melt down solid materials,1
2686,2021-07-20 03:36:18,Collect recyclable materials,1
2686,2021-07-20 07:35:07,Dispose of non-reusable materials,1
2687,2021-07-17 15:57:00,Battery cell completely discharged,1
2687,2021-07-18 16:03:59,Check battery cell for damage,1
2687,2021-07-18 19:33:56,Open battery cell,1
2687,2021-07-19 01:38:37,Collect electrolyte separately,1
2687,2021-07-19 07:34:01,Clean electrodes,1
2687,2021-07-19 15:31:26,Shred electrodes,1
2687,2021-07-19 18:29:01,Melt down solid materials,1
2687,2021-07-20 10:30:35,Collect recyclable materials,1
2687,2021-07-20 14:30:24,Dispose of non-reusable materials,1
2688,2021-07-17 21:51:00,Battery cell completely discharged,1
2688,2021-07-18 21:56:32,Check battery cell for damage,1
2688,2021-07-19 00:52:44,Open battery cell,1
2688,2021-07-19 06:55:56,Collect electrolyte separately,1
2688,2021-07-19 12:55:15,Clean electrodes,1
2688,2021-07-19 20:57:09,Shred electrodes,1
2688,2021-07-19 23:54:52,Melt down solid materials,1
2688,2021-07-20 15:53:46,Collect recyclable materials,1
2688,2021-07-20 19:52:25,Dispose of non-reusable materials,1
2689,2021-07-18 03:27:00,Battery cell completely discharged,1
2689,2021-07-19 03:30:32,Check battery cell for damage,1
2689,2021-07-19 06:46:07,Open battery cell,1
2689,2021-07-19 12:49:43,Collect electrolyte separately,1
2689,2021-07-19 18:51:42,Clean electrodes,1
2689,2021-07-20 02:55:37,Shred electrodes,1
2689,2021-07-20 05:53:21,Melt down solid materials,1
2689,2021-07-20 21:52:39,Collect recyclable materials,1
2689,2021-07-21 01:45:27,Dispose of non-reusable materials,1
2690,2021-07-18 09:11:00,Battery cell completely discharged,1
2690,2021-07-19 09:46:55,Check battery cell for damage,1
2690,2021-07-19 12:49:21,Open battery cell,1
2690,2021-07-19 18:57:21,Collect electrolyte separately,1
2690,2021-07-20 01:06:24,Clean electrodes,1
2690,2021-07-20 07:32:14,Clean electrodes,1
2690,2021-07-20 15:24:18,Shred electrodes,1
2690,2021-07-20 18:24:28,Melt down solid materials,1
2690,2021-07-21 10:24:01,Collect recyclable materials,1
2690,2021-07-21 14:26:38,Dispose of non-reusable materials,1
2691,2021-07-18 18:10:00,Battery cell completely discharged,1
2691,2021-07-19 18:03:07,Check battery cell for damage,1
2691,2021-07-19 21:18:38,Open battery cell,1
2691,2021-07-20 03:23:36,Collect electrolyte separately,1
2691,2021-07-20 09:23:33,Clean electrodes,1
2691,2021-07-20 17:20:22,Shred electrodes,1
2691,2021-07-20 20:20:43,Melt down solid materials,1
2691,2021-07-21 12:22:16,Collect recyclable materials,1
2691,2021-07-21 16:19:58,Dispose of non-reusable materials,1
2692,2021-07-18 21:23:00,Battery cell completely discharged,1
2692,2021-07-19 21:07:36,Check battery cell for damage,1
2692,2021-07-20 00:13:28,Open battery cell,1
2692,2021-07-20 06:17:57,Collect electrolyte separately,1
2692,2021-07-20 12:10:20,Clean electrodes,1
2692,2021-07-20 20:22:19,Shred electrodes,1
2692,2021-07-20 23:21:15,Melt down solid materials,1
2692,2021-07-21 15:21:17,Collect recyclable materials,1
2692,2021-07-21 19:24:23,Dispose of non-reusable materials,1
2693,2021-07-19 01:19:00,Battery cell completely discharged,1
2693,2021-07-20 01:07:48,Check battery cell for damage,1
2693,2021-07-20 04:11:06,Open battery cell,1
2693,2021-07-20 10:18:43,Collect electrolyte separately,1
2693,2021-07-20 16:22:18,Clean electrodes,1
2693,2021-07-20 22:45:09,Clean electrodes,1
2693,2021-07-21 05:08:01,Clean electrodes,1
2693,2021-07-21 11:30:52,Clean electrodes,1
2693,2021-07-21 19:21:45,Shred electrodes,1
2693,2021-07-21 22:22:18,Melt down solid materials,1
2693,2021-07-22 14:24:07,Collect recyclable materials,1
2693,2021-07-22 18:16:24,Dispose of non-reusable materials,1
2694,2021-07-19 05:36:00,Battery cell completely discharged,1
2694,2021-07-20 05:53:34,Check battery cell for damage,1
2694,2021-07-20 08:13:00,Check the capacity of the safety box,1
2694,2021-07-20 08:18:56,Place battery cell in safety box,1
2695,2021-07-19 09:44:00,Battery cell completely discharged,1
2695,2021-07-20 09:21:07,Check battery cell for damage,1
2695,2021-07-20 12:09:10,Open battery cell,1
2695,2021-07-20 18:15:40,Collect electrolyte separately,1
2695,2021-07-21 00:17:27,Clean electrodes,1
2695,2021-07-21 06:50:06,Clean electrodes,1
2695,2021-07-21 14:42:59,Shred electrodes,1
2695,2021-07-21 17:41:53,Melt down solid materials,1
2695,2021-07-22 09:43:16,Collect recyclable materials,1
2695,2021-07-22 13:43:18,Dispose of non-reusable materials,1
2696,2021-07-19 11:12:00,Battery cell completely discharged,1
2696,2021-07-20 11:28:21,Check battery cell for damage,1
2696,2021-07-20 14:37:15,Open battery cell,1
2696,2021-07-20 20:32:34,Collect electrolyte separately,1
2696,2021-07-21 02:35:31,Clean electrodes,1
2696,2021-07-21 10:37:13,Shred electrodes,1
2696,2021-07-21 13:34:53,Melt down solid materials,1
2696,2021-07-22 05:33:06,Collect recyclable materials,1
2696,2021-07-22 09:32:16,Dispose of non-reusable materials,1
2697,2021-07-19 13:18:00,Battery cell completely discharged,1
2697,2021-07-20 13:11:57,Check battery cell for damage,1
2697,2021-07-20 16:12:52,Open battery cell,1
2697,2021-07-20 22:27:21,Collect electrolyte separately,1
2697,2021-07-21 04:31:36,Clean electrodes,1
2697,2021-07-21 11:06:15,Clean electrodes,1
2697,2021-07-21 19:11:04,Shred electrodes,1
2697,2021-07-21 22:09:09,Melt down solid materials,1
2697,2021-07-22 14:10:22,Collect recyclable materials,1
2697,2021-07-22 18:09:04,Dispose of non-reusable materials,1
2698,2021-07-19 15:59:00,Battery cell completely discharged,1
2698,2021-07-20 15:53:44,Check battery cell for damage,1
2698,2021-07-20 18:44:45,Open battery cell,1
2698,2021-07-21 00:39:13,Collect electrolyte separately,1
2698,2021-07-21 06:36:03,Clean electrodes,1
2698,2021-07-21 14:27:41,Shred electrodes,1
2698,2021-07-21 17:29:12,Melt down solid materials,1
2698,2021-07-22 09:31:17,Collect recyclable materials,1
2698,2021-07-22 13:27:16,Dispose of non-reusable materials,1
2699,2021-07-19 20:16:00,Battery cell completely discharged,1
2699,2021-07-20 20:05:00,Check battery cell for damage,1
2699,2021-07-20 21:48:36,Check the capacity of the safety box,1
2699,2021-07-20 21:54:02,Place battery cell in safety box,1
2700,2021-07-19 23:14:00,Battery cell completely discharged,1
2700,2021-07-20 22:56:49,Check battery cell for damage,1
2700,2021-07-21 01:06:39,Check the capacity of the safety box,1
2700,2021-07-21 01:12:45,Place battery cell in safety box,1
2701,2021-07-19 23:32:00,Battery cell completely discharged,1
2701,2021-07-20 23:16:24,Check battery cell for damage,1
2701,2021-07-21 01:10:26,Check the capacity of the safety box,1
2701,2021-07-21 01:16:15,Place battery cell in safety box,1
2702,2021-07-20 07:33:00,Battery cell completely discharged,1
2702,2021-07-21 07:40:34,Check battery cell for damage,1
2702,2021-07-21 10:33:51,Open battery cell,1
2702,2021-07-21 16:44:18,Collect electrolyte separately,1
2702,2021-07-21 22:44:00,Clean electrodes,1
2702,2021-07-22 06:41:27,Shred electrodes,1
2702,2021-07-22 09:39:21,Melt down solid materials,1
2702,2021-07-23 01:37:54,Collect recyclable materials,1
2702,2021-07-23 05:43:33,Dispose of non-reusable materials,1
2703,2021-07-20 11:09:00,Battery cell completely discharged,1
2703,2021-07-21 11:19:20,Check battery cell for damage,1
2703,2021-07-21 13:29:18,Check the capacity of the safety box,1
2703,2021-07-21 13:35:19,Place battery cell in safety box,1
2704,2021-07-20 15:29:00,Battery cell completely discharged,1
2704,2021-07-21 15:25:18,Check battery cell for damage,1
2704,2021-07-21 18:17:48,Open battery cell,1
2704,2021-07-21 23:55:52,Collect electrolyte separately,1
2704,2021-07-22 05:56:05,Clean electrodes,1
2704,2021-07-22 13:38:09,Shred electrodes,1
2704,2021-07-22 16:37:42,Melt down solid materials,1
2704,2021-07-23 08:35:12,Collect recyclable materials,1
2704,2021-07-23 12:37:46,Dispose of non-reusable materials,1
2705,2021-07-20 18:11:00,Battery cell completely discharged,1
2705,2021-07-21 18:03:15,Check battery cell for damage,1
2705,2021-07-21 20:06:36,Check the capacity of the safety box,1
2705,2021-07-21 20:12:40,Place battery cell in safety box,1
2706,2021-07-21 04:08:00,Battery cell completely discharged,1
2706,2021-07-22 03:56:22,Check battery cell for damage,1
2706,2021-07-22 06:59:39,Open battery cell,1
2706,2021-07-22 12:54:39,Collect electrolyte separately,1
2706,2021-07-22 18:47:55,Clean electrodes,1
2706,2021-07-23 02:48:39,Shred electrodes,1
2706,2021-07-23 05:51:23,Melt down solid materials,1
2706,2021-07-23 21:47:09,Collect recyclable materials,1
2706,2021-07-24 01:48:32,Dispose of non-reusable materials,1
2707,2021-07-21 10:11:00,Battery cell completely discharged,1
2707,2021-07-22 09:41:58,Check battery cell for damage,1
2707,2021-07-22 12:38:06,Open battery cell,1
2707,2021-07-22 18:47:46,Collect electrolyte separately,1
2707,2021-07-23 00:55:02,Clean electrodes,1
2707,2021-07-23 08:42:43,Shred electrodes,1
2707,2021-07-23 11:42:48,Melt down solid materials,1
2707,2021-07-24 03:39:44,Collect recyclable materials,1
2707,2021-07-24 07:38:44,Dispose of non-reusable materials,1
2708,2021-07-21 13:43:00,Battery cell completely discharged,1
2708,2021-07-22 14:02:43,Check battery cell for damage,1
2708,2021-07-22 16:47:48,Open battery cell,1
2708,2021-07-22 22:46:24,Collect electrolyte separately,1
2708,2021-07-23 04:40:22,Clean electrodes,1
2708,2021-07-23 12:37:06,Shred electrodes,1
2708,2021-07-23 15:34:46,Melt down solid materials,1
2708,2021-07-24 07:39:59,Collect recyclable materials,1
2708,2021-07-24 11:43:04,Dispose of non-reusable materials,1
2709,2021-07-21 19:31:00,Battery cell completely discharged,1
2709,2021-07-22 18:50:00,Check battery cell for damage,1
2709,2021-07-22 22:07:34,Open battery cell,1
2709,2021-07-23 03:56:12,Collect electrolyte separately,1
2709,2021-07-23 10:01:03,Clean electrodes,1
2709,2021-07-23 17:54:04,Shred electrodes,1
2709,2021-07-23 20:55:31,Melt down solid materials,1
2709,2021-07-24 12:55:32,Collect recyclable materials,1
2709,2021-07-24 16:54:58,Dispose of non-reusable materials,1
2710,2021-07-22 00:23:00,Battery cell completely discharged,1
2710,2021-07-23 00:32:19,Check battery cell for damage,1
2710,2021-07-23 02:27:32,Check the capacity of the safety box,1
2710,2021-07-23 02:33:28,Place battery cell in safety box,1
2711,2021-07-22 02:36:00,Battery cell completely discharged,1
2711,2021-07-23 03:07:19,Check battery cell for damage,1
2711,2021-07-23 05:16:04,Check the capacity of the safety box,1
2711,2021-07-23 05:22:18,Place battery cell in safety box,1
2712,2021-07-22 10:34:00,Battery cell completely discharged,1
2712,2021-07-23 10:36:32,Check battery cell for damage,1
2712,2021-07-23 12:43:53,Check the capacity of the safety box,1
2712,2021-07-23 12:49:43,Place battery cell in safety box,1
2713,2021-07-22 12:55:00,Battery cell completely discharged,1
2713,2021-07-23 12:49:34,Check battery cell for damage,1
2713,2021-07-23 16:01:39,Open battery cell,1
2713,2021-07-23 22:19:23,Collect electrolyte separately,1
2713,2021-07-24 04:14:41,Clean electrodes,1
2713,2021-07-24 12:14:36,Shred electrodes,1
2713,2021-07-24 15:15:31,Melt down solid materials,1
2713,2021-07-25 07:15:15,Collect recyclable materials,1
2713,2021-07-25 11:16:33,Dispose of non-reusable materials,1
2714,2021-07-22 18:32:00,Battery cell completely discharged,1
2714,2021-07-23 18:27:54,Check battery cell for damage,1
2714,2021-07-23 21:34:49,Open battery cell,1
2714,2021-07-24 03:41:50,Collect electrolyte separately,1
2714,2021-07-24 09:46:48,Clean electrodes,1
2714,2021-07-24 16:16:16,Clean electrodes,1
2714,2021-07-25 00:26:52,Shred electrodes,1
2714,2021-07-25 03:31:37,Melt down solid materials,1
2714,2021-07-25 19:30:57,Collect recyclable materials,1
2714,2021-07-25 23:29:26,Dispose of non-reusable materials,1
2715,2021-07-23 02:10:00,Battery cell completely discharged,1
2715,2021-07-24 02:02:41,Check battery cell for damage,1
2715,2021-07-24 04:44:32,Open battery cell,1
2715,2021-07-24 10:36:59,Collect electrolyte separately,1
2715,2021-07-24 16:41:33,Clean electrodes,1
2715,2021-07-25 00:54:18,Shred electrodes,1
2715,2021-07-25 03:57:27,Melt down solid materials,1
2715,2021-07-25 20:00:56,Collect recyclable materials,1
2715,2021-07-25 23:59:08,Dispose of non-reusable materials,1
2716,2021-07-23 05:30:00,Battery cell completely discharged,1
2716,2021-07-24 05:14:51,Check battery cell for damage,1
2716,2021-07-24 08:02:45,Open battery cell,1
2716,2021-07-24 14:06:54,Collect electrolyte separately,1
2716,2021-07-24 20:13:46,Clean electrodes,1
2716,2021-07-25 02:45:40,Clean electrodes,1
2716,2021-07-25 09:17:34,Clean electrodes,1
2716,2021-07-25 17:29:42,Shred electrodes,1
2716,2021-07-25 20:29:21,Melt down solid materials,1
2716,2021-07-26 12:30:24,Collect recyclable materials,1
2716,2021-07-26 16:28:52,Dispose of non-reusable materials,1
2717,2021-07-23 13:35:00,Battery cell completely discharged,1
2717,2021-07-24 13:11:34,Check battery cell for damage,1
2717,2021-07-24 16:15:17,Open battery cell,1
2717,2021-07-24 22:14:35,Collect electrolyte separately,1
2717,2021-07-25 04:12:55,Clean electrodes,1
2717,2021-07-25 10:43:16,Clean electrodes,1
2717,2021-07-25 18:37:39,Shred electrodes,1
2717,2021-07-25 21:35:23,Melt down solid materials,1
2717,2021-07-26 13:37:16,Collect recyclable materials,1
2717,2021-07-26 17:37:09,Dispose of non-reusable materials,1
2718,2021-07-23 20:25:00,Battery cell completely discharged,1
2718,2021-07-24 20:19:52,Check battery cell for damage,1
2718,2021-07-24 23:10:39,Open battery cell,1
2718,2021-07-25 05:07:06,Collect electrolyte separately,1
2718,2021-07-25 11:02:13,Clean electrodes,1
2718,2021-07-25 17:29:35,Clean electrodes,1
2718,2021-07-25 23:56:57,Clean electrodes,1
2718,2021-07-26 07:57:43,Shred electrodes,1
2718,2021-07-26 10:58:33,Melt down solid materials,1
2718,2021-07-27 02:59:10,Collect recyclable materials,1
2718,2021-07-27 06:57:51,Dispose of non-reusable materials,1
2719,2021-07-24 00:30:00,Battery cell completely discharged,1
2719,2021-07-25 01:04:18,Check battery cell for damage,1
2719,2021-07-25 03:58:52,Open battery cell,1
2719,2021-07-25 10:11:37,Collect electrolyte separately,1
2719,2021-07-25 16:19:34,Clean electrodes,1
2719,2021-07-25 22:47:24,Clean electrodes,1
2719,2021-07-26 06:47:57,Shred electrodes,1
2719,2021-07-26 09:46:01,Melt down solid materials,1
2719,2021-07-27 01:47:01,Collect recyclable materials,1
2719,2021-07-27 05:47:33,Dispose of non-reusable materials,1
2720,2021-07-24 05:49:00,Battery cell completely discharged,1
2720,2021-07-25 05:50:52,Check battery cell for damage,1
2720,2021-07-25 08:36:23,Open battery cell,1
2720,2021-07-25 14:43:23,Collect electrolyte separately,1
2720,2021-07-25 20:47:05,Clean electrodes,1
2720,2021-07-26 05:01:29,Shred electrodes,1
2720,2021-07-26 08:00:12,Melt down solid materials,1
2720,2021-07-27 00:00:07,Collect recyclable materials,1
2720,2021-07-27 04:03:41,Dispose of non-reusable materials,1
2721,2021-07-24 07:24:00,Battery cell completely discharged,1
2721,2021-07-25 06:42:38,Check battery cell for damage,1
2721,2021-07-25 09:47:41,Open battery cell,1
2721,2021-07-25 15:59:20,Collect electrolyte separately,1
2721,2021-07-25 22:01:04,Clean electrodes,1
2721,2021-07-26 05:45:19,Shred electrodes,1
2721,2021-07-26 08:43:46,Melt down solid materials,1
2721,2021-07-27 00:42:42,Collect recyclable materials,1
2721,2021-07-27 04:48:54,Dispose of non-reusable materials,1
2722,2021-07-24 07:59:00,Battery cell completely discharged,1
2722,2021-07-25 07:48:00,Check battery cell for damage,1
2722,2021-07-25 10:43:08,Open battery cell,1
2722,2021-07-25 16:59:01,Collect electrolyte separately,1
2722,2021-07-25 23:03:22,Clean electrodes,1
2722,2021-07-26 07:10:04,Shred electrodes,1
2722,2021-07-26 10:07:22,Melt down solid materials,1
2722,2021-07-27 02:05:51,Collect recyclable materials,1
2722,2021-07-27 06:06:23,Dispose of non-reusable materials,1
2723,2021-07-24 13:41:00,Battery cell completely discharged,1
2723,2021-07-25 13:54:09,Check battery cell for damage,1
2723,2021-07-25 16:43:49,Open battery cell,1
2723,2021-07-25 22:40:31,Collect electrolyte separately,1
2723,2021-07-26 04:45:15,Clean electrodes,1
2723,2021-07-26 12:55:42,Shred electrodes,1
2723,2021-07-26 15:59:16,Melt down solid materials,1
2723,2021-07-27 07:57:33,Collect recyclable materials,1
2723,2021-07-27 11:57:58,Dispose of non-reusable materials,1
2724,2021-07-24 19:29:00,Battery cell completely discharged,1
2724,2021-07-25 19:12:28,Check battery cell for damage,1
2724,2021-07-25 21:59:30,Open battery cell,1
2724,2021-07-26 03:59:24,Collect electrolyte separately,1
2724,2021-07-26 09:47:49,Clean electrodes,1
2724,2021-07-26 17:38:31,Shred electrodes,1
2724,2021-07-26 20:38:39,Melt down solid materials,1
2724,2021-07-27 12:35:29,Collect recyclable materials,1
2724,2021-07-27 16:29:36,Dispose of non-reusable materials,1
2725,2021-07-25 04:50:00,Battery cell completely discharged,1
2725,2021-07-26 05:00:52,Check battery cell for damage,1
2725,2021-07-26 08:03:03,Open battery cell,1
2725,2021-07-26 13:50:24,Collect electrolyte separately,1
2725,2021-07-26 19:49:47,Clean electrodes,1
2725,2021-07-27 02:23:08,Clean electrodes,1
2725,2021-07-27 08:56:29,Clean electrodes,1
2725,2021-07-27 17:11:19,Shred electrodes,1
2725,2021-07-27 20:10:01,Melt down solid materials,1
2725,2021-07-28 12:10:54,Collect recyclable materials,1
2725,2021-07-28 16:12:33,Dispose of non-reusable materials,1
2726,2021-07-25 08:24:00,Battery cell completely discharged,1
2726,2021-07-26 08:20:18,Check battery cell for damage,1
2726,2021-07-26 11:13:05,Open battery cell,1
2726,2021-07-26 17:15:21,Collect electrolyte separately,1
2726,2021-07-26 23:14:58,Clean electrodes,1
2726,2021-07-27 06:57:27,Shred electrodes,1
2726,2021-07-27 09:57:38,Melt down solid materials,1
2726,2021-07-28 02:00:13,Collect recyclable materials,1
2726,2021-07-28 05:59:12,Dispose of non-reusable materials,1
2727,2021-07-25 14:38:00,Battery cell completely discharged,1
2727,2021-07-26 14:51:58,Check battery cell for damage,1
2727,2021-07-26 16:51:04,Check the capacity of the safety box,1
2727,2021-07-26 16:57:13,Place battery cell in safety box,1
2728,2021-07-25 19:32:00,Battery cell completely discharged,1
2728,2021-07-26 19:45:55,Check battery cell for damage,1
2728,2021-07-26 23:00:00,Open battery cell,1
2728,2021-07-27 04:54:31,Collect electrolyte separately,1
2728,2021-07-27 10:58:07,Clean electrodes,1
2728,2021-07-27 18:52:20,Shred electrodes,1
2728,2021-07-27 21:54:33,Melt down solid materials,1
2728,2021-07-28 13:56:19,Collect recyclable materials,1
2728,2021-07-28 17:49:39,Dispose of non-reusable materials,1
2729,2021-07-26 01:43:00,Battery cell completely discharged,1
2729,2021-07-27 01:40:47,Check battery cell for damage,1
2729,2021-07-27 04:31:09,Open battery cell,1
2729,2021-07-27 10:24:07,Collect electrolyte separately,1
2729,2021-07-27 16:25:10,Clean electrodes,1
2729,2021-07-27 22:57:03,Clean electrodes,1
2729,2021-07-28 07:03:01,Shred electrodes,1
2729,2021-07-28 10:02:30,Melt down solid materials,1
2729,2021-07-29 01:59:21,Collect recyclable materials,1
2729,2021-07-29 05:52:02,Dispose of non-reusable materials,1
2730,2021-07-26 04:25:00,Battery cell completely discharged,1
2730,2021-07-27 04:21:40,Check battery cell for damage,1
2730,2021-07-27 07:29:37,Open battery cell,1
2730,2021-07-27 13:14:33,Collect electrolyte separately,1
2730,2021-07-27 19:10:28,Clean electrodes,1
2730,2021-07-28 01:39:04,Clean electrodes,1
2730,2021-07-28 08:07:40,Clean electrodes,1
2730,2021-07-28 14:36:16,Clean electrodes,1
2730,2021-07-28 22:27:48,Shred electrodes,1
2730,2021-07-29 01:26:59,Melt down solid materials,1
2730,2021-07-29 17:27:13,Collect recyclable materials,1
2730,2021-07-29 21:25:06,Dispose of non-reusable materials,1
2731,2021-07-26 13:17:00,Battery cell completely discharged,1
2731,2021-07-27 13:27:01,Check battery cell for damage,1
2731,2021-07-27 15:48:56,Check the capacity of the safety box,1
2731,2021-07-27 15:54:59,Place battery cell in safety box,1
2732,2021-07-26 14:08:00,Battery cell completely discharged,1
2732,2021-07-27 14:06:01,Check battery cell for damage,1
2732,2021-07-27 17:03:06,Open battery cell,1
2732,2021-07-27 22:56:16,Collect electrolyte separately,1
2732,2021-07-28 04:53:34,Clean electrodes,1
2732,2021-07-28 11:22:14,Clean electrodes,1
2732,2021-07-28 19:38:27,Shred electrodes,1
2732,2021-07-28 22:35:53,Melt down solid materials,1
2732,2021-07-29 14:35:54,Collect recyclable materials,1
2732,2021-07-29 18:36:02,Dispose of non-reusable materials,1
2733,2021-07-26 22:37:00,Battery cell completely discharged,1
2733,2021-07-27 22:27:42,Check battery cell for damage,1
2733,2021-07-28 00:29:30,Check the capacity of the safety box,1
